path,split,label
test\not_clap\syn_not_clap_230.wav,test,not_clap
test\not_clap\syn_not_clap_231.wav,test,not_clap
test\not_clap\syn_not_clap_234.wav,test,not_clap
test\not_clap\syn_not_clap_237.wav,test,not_clap
test\not_clap\syn_not_clap_239.wav,test,not_clap
test\not_clap\syn_not_clap_24.wav,test,not_clap
test\not_clap\syn_not_clap_240.wav,test,not_clap
test\not_clap\syn_not_clap_241.wav,test,not_clap
test\not_clap\syn_not_clap_243.wav,test,not_clap
test\not_clap\syn_not_clap_245.wav,test,not_clap
test\not_clap\syn_not_clap_25.wav,test,not_clap
test\not_clap\syn_not_clap_28.wav,test,not_clap
test\not_clap\syn_not_clap_29.wav,test,not_clap
test\not_clap\syn_not_clap_298.wav,test,not_clap
test\not_clap\syn_not_clap_299.wav,test,not_clap
test\not_clap\syn_not_clap_3.wav,test,not_clap
test\not_clap\syn_not_clap_30.wav,test,not_clap
test\not_clap\syn_not_clap_300.wav,test,not_clap
test\not_clap\syn_not_clap_301.wav,test,not_clap
test\not_clap\syn_not_clap_302.wav,test,not_clap
test\not_clap\syn_not_clap_303.wav,test,not_clap
test\not_clap\syn_not_clap_304.wav,test,not_clap
test\not_clap\syn_not_clap_305.wav,test,not_clap
test\not_clap\syn_not_clap_306.wav,test,not_clap
test\not_clap\syn_not_clap_307.wav,test,not_clap
test\not_clap\syn_not_clap_308.wav,test,not_clap
test\not_clap\syn_not_clap_309.wav,test,not_clap
test\not_clap\syn_not_clap_310.wav,test,not_clap
test\not_clap\syn_not_clap_311.wav,test,not_clap
test\not_clap\syn_not_clap_312.wav,test,not_clap
test\not_clap\syn_not_clap_313.wav,test,not_clap
test\not_clap\syn_not_clap_314.wav,test,not_clap
test\not_clap\syn_not_clap_315.wav,test,not_clap
test\not_clap\syn_not_clap_316.wav,test,not_clap
test\not_clap\syn_not_clap_317.wav,test,not_clap
test\not_clap\syn_not_clap_318.wav,test,not_clap
test\not_clap\syn_not_clap_319.wav,test,not_clap
test\not_clap\syn_not_clap_32.wav,test,not_clap
test\not_clap\syn_not_clap_320.wav,test,not_clap
test\not_clap\syn_not_clap_321.wav,test,not_clap
test\not_clap\syn_not_clap_322.wav,test,not_clap
test\not_clap\syn_not_clap_323.wav,test,not_clap
test\not_clap\syn_not_clap_324.wav,test,not_clap
test\not_clap\syn_not_clap_325.wav,test,not_clap
test\not_clap\syn_not_clap_326.wav,test,not_clap
test\not_clap\syn_not_clap_327.wav,test,not_clap
test\not_clap\syn_not_clap_328.wav,test,not_clap
test\not_clap\syn_not_clap_329.wav,test,not_clap
test\not_clap\syn_not_clap_330.wav,test,not_clap
test\not_clap\syn_not_clap_331.wav,test,not_clap
test\not_clap\syn_not_clap_332.wav,test,not_clap
test\not_clap\syn_not_clap_333.wav,test,not_clap
test\not_clap\syn_not_clap_334.wav,test,not_clap
test\not_clap\syn_not_clap_335.wav,test,not_clap
test\not_clap\syn_not_clap_336.wav,test,not_clap
test\not_clap\syn_not_clap_337.wav,test,not_clap
test\not_clap\syn_not_clap_338.wav,test,not_clap
test\not_clap\syn_not_clap_339.wav,test,not_clap
test\not_clap\syn_not_clap_340.wav,test,not_clap
test\not_clap\syn_not_clap_341.wav,test,not_clap
test\not_clap\syn_not_clap_342.wav,test,not_clap
test\not_clap\syn_not_clap_343.wav,test,not_clap
test\not_clap\syn_not_clap_344.wav,test,not_clap
test\not_clap\syn_not_clap_345.wav,test,not_clap
test\not_clap\syn_not_clap_346.wav,test,not_clap
test\not_clap\syn_not_clap_347.wav,test,not_clap
test\not_clap\syn_not_clap_348.wav,test,not_clap
test\not_clap\syn_not_clap_349.wav,test,not_clap
test\not_clap\syn_not_clap_36.wav,test,not_clap
test\not_clap\syn_not_clap_37.wav,test,not_clap
test\not_clap\syn_not_clap_4.wav,test,not_clap
test\not_clap\syn_not_clap_40.wav,test,not_clap
test\not_clap\syn_not_clap_41.wav,test,not_clap
test\not_clap\syn_not_clap_43.wav,test,not_clap
test\not_clap\syn_not_clap_44.wav,test,not_clap
test\not_clap\syn_not_clap_46.wav,test,not_clap
test\not_clap\syn_not_clap_47.wav,test,not_clap
test\not_clap\syn_not_clap_48.wav,test,not_clap
test\not_clap\syn_not_clap_49.wav,test,not_clap
test\not_clap\syn_not_clap_5.wav,test,not_clap
test\not_clap\syn_not_clap_50.wav,test,not_clap
test\not_clap\syn_not_clap_54.wav,test,not_clap
test\not_clap\syn_not_clap_56.wav,test,not_clap
test\not_clap\syn_not_clap_58.wav,test,not_clap
test\not_clap\syn_not_clap_59.wav,test,not_clap
test\not_clap\syn_not_clap_6.wav,test,not_clap
test\not_clap\syn_not_clap_67.wav,test,not_clap
test\not_clap\syn_not_clap_69.wav,test,not_clap
test\not_clap\syn_not_clap_7.wav,test,not_clap
test\not_clap\syn_not_clap_70.wav,test,not_clap
test\not_clap\syn_not_clap_72.wav,test,not_clap
test\not_clap\syn_not_clap_73.wav,test,not_clap
test\not_clap\syn_not_clap_75.wav,test,not_clap
test\not_clap\syn_not_clap_76.wav,test,not_clap
test\not_clap\syn_not_clap_78.wav,test,not_clap
test\not_clap\syn_not_clap_8.wav,test,not_clap
test\not_clap\syn_not_clap_82.wav,test,not_clap
test\not_clap\syn_not_clap_87.wav,test,not_clap
test\not_clap\syn_not_clap_88.wav,test,not_clap
test\not_clap\syn_not_clap_89.wav,test,not_clap
test\not_clap\syn_not_clap_90.wav,test,not_clap
test\not_clap\syn_not_clap_92.wav,test,not_clap
test\not_clap\syn_not_clap_96.wav,test,not_clap
test\not_clap\syn_not_clap_97.wav,test,not_clap
test\not_clap\syn_not_clap_98.wav,test,not_clap
